	排名 18 4426 利勤(紡織) 9 分
	排名 19 4164 承業醫(生技醫療) 9 分
	排名 20 1521 大億(電機) 9 分

日期：2017/12/22
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
總評分一半分數以上的公司數：0
評估分數排名：
	排名 1 1307 三芳(塑膠) 12 分
	排名 2 2106 建大(橡膠) 12 分
	排名 3 6442 光聖(通信網路) 11 分
	排名 4 2105 正新(橡膠) 11 分
	排名 5 8429 金麗-KY(貿易百貨) 11 分
	排名 6 1604 聲寶(電器電纜) 11 分
	排名 7 2204 中華(汽車) 10 分
	排名 8 1507 永大(電機) 10 分
	排名 9 4532 瑞智(電機) 10 分
	排名 10 2013 中鋼構(鋼鐵) 10 分
	排名 11 8210 勤誠(電腦週邊) 9 分
	排名 12 4426 利勤(紡織) 9 分
	排名 13 4164 承業醫(生技醫療) 9 分
	排名 14 2308 台達電(電子零組件) 9 分
	排名 15 3022 威強電(電腦週邊) 9 分
	排名 16 2488 漢平(其它電子) 9 分
	排名 17 6216 居易(通信網路) 9 分
	排名 18 1525 江申(電機) 8 分
	排名 19 1724 台硝(化學) 8 分
	排名 20 3376 新日興(電子零組件) 8 分

日期：2017/12/25
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
總評分一半分數以上的公司數：0
評估分數排名：
	排名 1 1604 聲寶(電器電纜) 13 分
	排名 2 2105 正新(橡膠) 13 分
	排名 3 2106 建大(橡膠) 11 分
	排名 4 3032 偉訓(電子零組件) 11 分
	排名 5 1525 江申(電機) 10 分
	排名 6 8429 金麗-KY(貿易百貨) 10 分
	排名 7 2642 宅配通(航運) 10 分
	排名 8 1507 永大(電機) 10 分
	排名 9 3532 台勝科(半導體) 9 分
	排名 10 4426 利勤(紡織) 9 分
	排名 11 2231 為升(電機) 9 分
	排名 12 1307 三芳(塑膠) 9 分
	排名 13 5519 隆大(營建) 8 分
	排名 14 8222 寶一(電機) 8 分
	排名 15 2904 匯僑(其他) 8 分
	排名 16 3008 大立光(光電) 8 分
	排名 17 3209 全科(電子通路) 8 分
	排名 18 2383 台光電(電子零組件) 8 分
	排名 19 4190 佐登-KY(生技醫療) 8 分
	排名 20 1724 台硝(化學) 8 分

日期：2017/12/26
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
總評分一半分數以上的公司數：0
評估分數排名：
	排名 1 1604 聲寶(電器電纜) 13 分
	排名 2 2105 正新(橡膠) 13 分
	排名 3 8429 金麗-KY(貿易百貨) 12 分
	排名 4 2642 宅配通(航運) 11 分
	排名 5 3032 偉訓(電子零組件) 11 分
	排名 6 2106 建大(橡膠) 11 分
	排名 7 4190 佐登-KY(生技醫療) 10 分
	排名 8 2303 聯電(半導體) 10 分
	排名 9 1525 江申(電機) 10 分
	排名 10 4426 利勤(紡織) 10 分
	排名 11 3532 台勝科(半導體) 10 分
	排名 12 3209 全科(電子通路) 10 分
	排名 13 2231 為升(電機) 9 分
	排名 14 1589 永冠-KY(電機) 9 分
	排名 15 8222 寶一(電機) 9 分
	排名 16 3653 健策(電子零組件) 9 分
	排名 17 2317 鴻海(其它電子) 9 分
	排名 18 4532 瑞智(電機) 9 分
	排名 19 1307 三芳(塑膠) 9 分
	排名 20 2062 橋椿(其他) 9 分

日期：2017/12/27
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
總評分一半分數以上的公司數：0
評估分數排名：
	排名 1 1604 聲寶(電器電纜) 14 分
	排名 2 2105 正新(橡膠) 13 分
	排名 3 8429 金麗-KY(貿易百貨) 13 分
	排名 4 2106 建大(橡膠) 13 分
	排名 5 3032 偉訓(電子零組件) 12 分
	排名 6 4190 佐登-KY(生技醫療) 12 分
	排名 7 2013 中鋼構(鋼鐵) 11 分
	排名 8 1525 江申(電機) 11 分
	排名 9 1507 永大(電機) 11 分
	排名 10 4426 利勤(紡織) 11 分
	排名 11 3532 台勝科(半導體) 11 分
	排名 12 3209 全科(電子通路) 11 分
	排名 13 3008 大立光(光電) 11 分
	排名 14 2383 台光電(電子零組件) 10 分
	排名 15 3022 威強電(電腦週邊) 10 分
	排名 16 1307 三芳(塑膠) 10 分
	排名 17 8222 寶一(電機) 10 分
	排名 18 2231 為升(電機) 10 分
	排名 19 9802 鈺齊-KY(其他) 10 分
	排名 20 1589 永冠-KY(電機) 10 分

日期：2017/12/28
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
總評分一半分數以上的公司數：0
評估分數排名：
	排名 1 1604 聲寶(電器電纜) 13 分
	排名 2 2106 建大(橡膠) 12 分
	排名 3 1507 永大(電機) 12 分
	排名 4 8429 金麗-KY(貿易百貨) 12 分
	排名 5 2105 正新(橡膠) 12 分
	排名 6 4190 佐登-KY(生技醫療) 11 分
	排名 7 8222 寶一(電機) 11 分
	排名 8 3209 全科(電子通路) 11 分
	排名 9 1525 江申(電機) 11 分
	排名 10 2642 宅配通(航運) 10 分
	排名 11 1724 台硝(化學) 9 分
	排名 12 3532 台勝科(半導體) 9 分
	排名 13 2488 漢平(其它電子) 9 分
	排名 14 6216 居易(通信網路) 9 分
	排名 15 3008 大立光(光電) 9 分
	排名 16 4532 瑞智(電機) 9 分
	排名 17 4984 科納-KY(通信網路) 9 分
	排名 18 4426 利勤(紡織) 9 分
	排名 19 1307 三芳(塑膠) 9 分
	排名 20 3022 威強電(電腦週邊) 9 分

日期：2017/12/30
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
總評分一半分數以上的公司數：0
評估分數排名：
	排名 1 1604 聲寶(電器電纜) 14 分
	排名 2 2106 建大(橡膠) 13 分
	排名 3 1507 永大(電機) 13 分
	排名 4 8429 金麗-KY(貿易百貨) 13 分
	排名 5 2105 正新(橡膠) 13 分
	排名 6 4190 佐登-KY(生技醫療) 12 分
	排名 7 8222 寶一(電機) 12 分
	排名 8 3209 全科(電子通路) 12 分
	排名 9 1525 江申(電機) 12 分
	排名 10 2642 宅配通(航運) 11 分
	排名 11 1724 台硝(化學) 10 分
	排名 12 3532 台勝科(半導體) 10 分
	排名 13 2488 漢平(其它電子) 10 分
	排名 14 6216 居易(通信網路) 10 分
	排名 15 3008 大立光(光電) 10 分
	排名 16 4532 瑞智(電機) 10 分
	排名 17 4984 科納-KY(通信網路) 10 分
	排名 18 4426 利勤(紡織) 10 分
	排名 19 1307 三芳(塑膠) 10 分
	排名 20 3022 威強電(電腦週邊) 10 分

日期：2018/1/2
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
總評分一半分數以上的公司數：0
評估分數排名：
	排名 1 1604 聲寶(電器電纜) 14 分
	排名 2 2106 建大(橡膠) 12 分
	排名 3 2105 正新(橡膠) 12 分
	排名 4 3022 威強電(電腦週邊) 11 分
	排名 5 1525 江申(電機) 11 分
	排名 6 8429 金麗-KY(貿易百貨) 11 分
	排名 7 3209 全科(電子通路) 10 分
	排名 8 2062 橋椿(其他) 10 分
	排名 9 1410 南染(紡織) 10 分
	排名 10 4532 瑞智(電機) 10 分
	排名 11 1307 三芳(塑膠) 10 分
	排名 12 4426 利勤(紡織) 10 分
	排名 13 2383 台光電(電子零組件) 10 分
	排名 14 8222 寶一(電機) 10 分
	排名 15 4190 佐登-KY(生技醫療) 10 分
	排名 16 2488 漢平(其它電子) 9 分
	排名 17 2904 匯僑(其他) 9 分
	排名 18 1724 台硝(化學) 9 分
	排名 19 6216 居易(通信網路) 9 分
	排名 20 1507 永大(電機) 9 分

日期：2018/1/3
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
總評分一半分數以上的公司數：0
評估分數排名：
	排名 1 4426 利勤(紡織) 14 分
	排名 2 3209 全科(電子通路) 14 分
	排名 3 8429 金麗-KY(貿易百貨) 13 分
	排名 4 1525 江申(電機) 13 分
	排名 5 2105 正新(橡膠) 13 分
	排名 6 2106 建大(橡膠) 12 分
	排名 7 2904 匯僑(其他) 12 分
	排名 8 3032 偉訓(電子零組件) 11 分
	排名 9 3189 景碩(半導體) 11 分
	排名 10 1410 南染(紡織) 11 分
	排名 11 6192 巨路(其它電子) 10 分
	排名 12 1604 聲寶(電器電纜) 10 分
	排名 13 9911 櫻花(其他) 10 分
	排名 14 3416 融程電(電腦週邊) 10 分
	排名 15 3515 華擎(電腦週邊) 9 分
	排名 16 4190 佐登-KY(生技醫療) 9 分
	排名 17 5243 乙盛-KY(光電) 9 分
	排名 18 3376 新日興(電子零組件) 9 分
	排名 19 3022 威強電(電腦週邊) 9 分
	排名 20 2236 百達-KY(電機) 9 分

日期：2018/1/4
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
總評分一半分數以上的公司數：0
評估分數排名：
	排名 1 4426 利勤(紡織) 14 分
	排名 2 2904 匯僑(其他) 13 分
	排名 3 1525 江申(電機) 13 分
	排名 4 2105 正新(橡膠) 13 分
	排名 5 3032 偉訓(電子零組件) 12 分
	排名 6 2106 建大(橡膠) 12 分
	排名 7 8429 金麗-KY(貿易百貨) 12 分
	排名 8 3209 全科(電子通路) 11 分
	排名 9 3416 融程電(電腦週邊) 10 分
	排名 10 3705 永信(生技醫療) 10 分
	排名 11 1604 聲寶(電器電纜) 10 分
	排名 12 6192 巨路(其它電子) 10 分
	排名 13 3189 景碩(半導體) 10 分
	排名 14 9911 櫻花(其他) 10 分
	排名 15 3022 威強電(電腦週邊) 10 分
	排名 16 6189 豐藝(電子通路) 9 分
	排名 17 1337 再生-KY(塑膠) 9 分
	排名 18 2393 億光(光電) 9 分
	排名 19 1315 達新(塑膠) 9 分
	排名 20 2488 漢平(其它電子) 9 分

日期：2018/1/6
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 2105 正新(橡膠) 13 分
	排名 2 1525 江申(電機) 13 分
	排名 3 8429 金麗-KY(貿易百貨) 13 分
	排名 4 2904 匯僑(其他) 12 分
	排名 5 2106 建大(橡膠) 12 分
	排名 6 4426 利勤(紡織) 12 分
	排名 7 3189 景碩(半導體) 11 分
	排名 8 2236 百達-KY(電機) 11 分
	排名 9 8210 勤誠(電腦週邊) 10 分
	排名 10 6192 巨路(其它電子) 10 分
	排名 11 9911 櫻花(其他) 10 分
	排名 12 3416 融程電(電腦週邊) 10 分
	排名 13 3032 偉訓(電子零組件) 10 分
	排名 14 3209 全科(電子通路) 10 分
	排名 15 2228 劍麟(電機) 10 分
	排名 16 1604 聲寶(電器電纜) 10 分
	排名 17 6189 豐藝(電子通路) 9 分
	排名 18 1231 聯華食(食品) 9 分
	排名 19 2317 鴻海(其它電子) 9 分
	排名 20 4190 佐登-KY(生技醫療) 9 分

日期：2018/1/9
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 2105 正新(橡膠) 12 分
	排名 2 1525 江申(電機) 12 分
	排名 3 8429 金麗-KY(貿易百貨) 12 分
	排名 4 2904 匯僑(其他) 11 分
	排名 5 2106 建大(橡膠) 11 分
	排名 6 4426 利勤(紡織) 11 分
	排名 7 3189 景碩(半導體) 10 分
	排名 8 2236 百達-KY(電機) 10 分
	排名 9 8210 勤誠(電腦週邊) 9 分
	排名 10 6192 巨路(其它電子) 9 分
	排名 11 9911 櫻花(其他) 9 分
	排名 12 3416 融程電(電腦週邊) 9 分
	排名 13 3032 偉訓(電子零組件) 9 分
	排名 14 3209 全科(電子通路) 9 分
	排名 15 2228 劍麟(電機) 9 分
	排名 16 1604 聲寶(電器電纜) 9 分
	排名 17 6189 豐藝(電子通路) 8 分
	排名 18 1231 聯華食(食品) 8 分
	排名 19 2317 鴻海(其它電子) 8 分
	排名 20 4190 佐登-KY(生技醫療) 8 分

日期：2018/1/9
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 4426 利勤(紡織) 13 分
	排名 2 2228 劍麟(電機) 13 分
	排名 3 2106 建大(橡膠) 11 分
	排名 4 3032 偉訓(電子零組件) 11 分
	排名 5 2904 匯僑(其他) 11 分
	排名 6 1525 江申(電機) 11 分
	排名 7 6128 上福(電腦週邊) 11 分
	排名 8 2105 正新(橡膠) 10 分
	排名 9 3189 景碩(半導體) 10 分
	排名 10 6201 亞弘電(其它電子) 10 分
	排名 11 3209 全科(電子通路) 10 分
	排名 12 2236 百達-KY(電機) 10 分
	排名 13 8429 金麗-KY(貿易百貨) 10 分
	排名 14 8210 勤誠(電腦週邊) 9 分
	排名 15 3416 融程電(電腦週邊) 8 分
	排名 16 4190 佐登-KY(生技醫療) 8 分
	排名 17 8150 南茂(半導體) 8 分
	排名 18 3060 銘異(電腦週邊) 8 分
	排名 19 3532 台勝科(半導體) 8 分
	排名 20 2488 漢平(其它電子) 8 分

日期：2018/1/9
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 4426 利勤(紡織) 14 分
	排名 2 2236 百達-KY(電機) 12 分
	排名 3 3032 偉訓(電子零組件) 12 分
	排名 4 1525 江申(電機) 12 分
	排名 5 3189 景碩(半導體) 11 分
	排名 6 2106 建大(橡膠) 11 分
	排名 7 2105 正新(橡膠) 11 分
	排名 8 2228 劍麟(電機) 11 分
	排名 9 8429 金麗-KY(貿易百貨) 11 分
	排名 10 3209 全科(電子通路) 10 分
	排名 11 2904 匯僑(其他) 10 分
	排名 12 6201 亞弘電(其它電子) 9 分
	排名 13 3679 新至陞(電子零組件) 9 分
	排名 14 6128 上福(電腦週邊) 9 分
	排名 15 2355 敬鵬(電子零組件) 8 分
	排名 16 3416 融程電(電腦週邊) 8 分
	排名 17 4190 佐登-KY(生技醫療) 8 分
	排名 18 6164 華興(光電) 8 分
	排名 19 8411 福貞-KY(其他) 8 分
	排名 20 6442 光聖(通信網路) 8 分

日期：2018/1/10
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 4426 利勤(紡織) 14 分
	排名 2 2236 百達-KY(電機) 13 分
	排名 3 3189 景碩(半導體) 12 分
	排名 4 8429 金麗-KY(貿易百貨) 12 分
	排名 5 2106 建大(橡膠) 12 分
	排名 6 1525 江申(電機) 12 分
	排名 7 2228 劍麟(電機) 12 分
	排名 8 3032 偉訓(電子零組件) 11 分
	排名 9 2904 匯僑(其他) 11 分
	排名 10 2105 正新(橡膠) 11 分
	排名 11 6128 上福(電腦週邊) 10 分
	排名 12 3209 全科(電子通路) 10 分
	排名 13 4935 茂林-KY(光電) 9 分
	排名 14 6201 亞弘電(其它電子) 9 分
	排名 15 6164 華興(光電) 9 分
	排名 16 8150 南茂(半導體) 9 分
	排名 17 6442 光聖(通信網路) 9 分
	排名 18 4190 佐登-KY(生技醫療) 9 分
	排名 19 3008 大立光(光電) 8 分
	排名 20 3060 銘異(電腦週邊) 8 分

日期：2018/1/11
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 4426 利勤(紡織) 17 分
	排名 2 1525 江申(電機) 16 分
	排名 3 2228 劍麟(電機) 14 分
	排名 4 2236 百達-KY(電機) 13 分
	排名 5 3189 景碩(半導體) 13 分
	排名 6 2106 建大(橡膠) 12 分
	排名 7 8429 金麗-KY(貿易百貨) 11 分
	排名 8 3209 全科(電子通路) 11 分
	排名 9 6128 上福(電腦週邊) 11 分
	排名 10 3032 偉訓(電子零組件) 10 分
	排名 11 2904 匯僑(其他) 10 分
	排名 12 2105 正新(橡膠) 10 分
	排名 13 3679 新至陞(電子零組件) 9 分
	排名 14 3008 大立光(光電) 9 分
	排名 15 6164 華興(光電) 9 分
	排名 16 3705 永信(生技醫療) 9 分
	排名 17 6201 亞弘電(其它電子) 9 分
	排名 18 6442 光聖(通信網路) 8 分
	排名 19 4536 拓凱(其他) 8 分
	排名 20 4144 康聯-KY(生技醫療) 8 分

日期：2018/1/13
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 4426 利勤(紡織) 18 分
	排名 2 2236 百達-KY(電機) 15 分
	排名 3 2228 劍麟(電機) 15 分
	排名 4 1525 江申(電機) 14 分
	排名 5 3189 景碩(半導體) 13 分
	排名 6 2105 正新(橡膠) 13 分
	排名 7 2106 建大(橡膠) 13 分
	排名 8 8429 金麗-KY(貿易百貨) 12 分
	排名 9 6128 上福(電腦週邊) 11 分
	排名 10 4190 佐登-KY(生技醫療) 11 分
	排名 11 2904 匯僑(其他) 11 分
	排名 12 3209 全科(電子通路) 11 分
	排名 13 4164 承業醫(生技醫療) 10 分
	排名 14 3416 融程電(電腦週邊) 10 分
	排名 15 1307 三芳(塑膠) 10 分
	排名 16 6201 亞弘電(其它電子) 10 分
	排名 17 2488 漢平(其它電子) 10 分
	排名 18 3032 偉訓(電子零組件) 10 分
	排名 19 6442 光聖(通信網路) 10 分
	排名 20 2308 台達電(電子零組件) 9 分

日期：2018/1/15
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：1
評估分數排名：
	排名 1 4426 利勤(紡織) 20 分
	排名 2 2228 劍麟(電機) 18 分
	排名 3 1525 江申(電機) 17 分
	排名 4 2106 建大(橡膠) 15 分
	排名 5 3189 景碩(半導體) 12 分
	排名 6 1521 大億(電機) 11 分
	排名 7 3022 威強電(電腦週邊) 10 分
	排名 8 6412 群電(電子零組件) 10 分
	排名 9 4164 承業醫(生技醫療) 10 分
	排名 10 2488 漢平(其它電子) 10 分
	排名 11 2105 正新(橡膠) 10 分
	排名 12 6128 上福(電腦週邊) 10 分
	排名 13 2062 橋椿(其他) 10 分
	排名 14 3209 全科(電子通路) 10 分
	排名 15 2904 匯僑(其他) 10 分
	排名 16 1702 南僑(食品) 9 分
	排名 17 2236 百達-KY(電機) 9 分
	排名 18 1337 再生-KY(塑膠) 9 分
	排名 19 3705 永信(生技醫療) 9 分
	排名 20 2421 建準(電子零組件) 9 分

日期：2018/1/17
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 1525 江申(電機) 15 分
	排名 2 2228 劍麟(電機) 14 分
	排名 3 2106 建大(橡膠) 14 分
	排名 4 4426 利勤(紡織) 14 分
	排名 5 3189 景碩(半導體) 12 分
	排名 6 4190 佐登-KY(生技醫療) 11 分
	排名 7 2605 新興(航運) 11 分
	排名 8 2105 正新(橡膠) 10 分
	排名 9 3501 維熹(電子零組件) 10 分
	排名 10 1337 再生-KY(塑膠) 10 分
	排名 11 2904 匯僑(其他) 10 分
	排名 12 1724 台硝(化學) 10 分
	排名 13 3022 威強電(電腦週邊) 10 分
	排名 14 2488 漢平(其它電子) 10 分
	排名 15 1589 永冠-KY(電機) 10 分
	排名 16 6216 居易(通信網路) 10 分
	排名 17 9926 新海(油電燃氣) 9 分
	排名 18 2430 燦坤(電子通路) 9 分
	排名 19 3706 神達(電腦週邊) 9 分
	排名 20 3705 永信(生技醫療) 9 分

日期：2018/1/18
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 4426 利勤(紡織) 14 分
	排名 2 2106 建大(橡膠) 14 分
	排名 3 1525 江申(電機) 13 分
	排名 4 4190 佐登-KY(生技醫療) 11 分
	排名 5 3501 維熹(電子零組件) 11 分
	排名 6 2355 敬鵬(電子零組件) 11 分
	排名 7 2605 新興(航運) 10 分
	排名 8 2105 正新(橡膠) 10 分
	排名 9 3189 景碩(半導體) 10 分
	排名 10 1507 永大(電機) 10 分
	排名 11 2904 匯僑(其他) 10 分
	排名 12 2419 仲琦(通信網路) 10 分
	排名 13 8222 寶一(電機) 10 分
	排名 14 2228 劍麟(電機) 10 分
	排名 15 2488 漢平(其它電子) 10 分
	排名 16 8429 金麗-KY(貿易百貨) 9 分
	排名 17 1589 永冠-KY(電機) 9 分
	排名 18 5519 隆大(營建) 9 分
	排名 19 3032 偉訓(電子零組件) 9 分
	排名 20 3209 全科(電子通路) 9 分

日期：2018/1/19
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 4426 利勤(紡織) 14 分
	排名 2 2106 建大(橡膠) 14 分
	排名 3 1525 江申(電機) 13 分
	排名 4 3189 景碩(半導體) 11 分
	排名 5 8429 金麗-KY(貿易百貨) 11 分
	排名 6 2228 劍麟(電機) 11 分
	排名 7 2488 漢平(其它電子) 11 分
	排名 8 4190 佐登-KY(生技醫療) 11 分
	排名 9 2904 匯僑(其他) 10 分
	排名 10 2605 新興(航運) 10 分
	排名 11 1589 永冠-KY(電機) 10 分
	排名 12 2355 敬鵬(電子零組件) 10 分
	排名 13 2105 正新(橡膠) 10 分
	排名 14 6189 豐藝(電子通路) 10 分
	排名 15 6216 居易(通信網路) 10 分
	排名 16 8222 寶一(電機) 9 分
	排名 17 1507 永大(電機) 9 分
	排名 18 1307 三芳(塑膠) 9 分
	排名 19 3706 神達(電腦週邊) 9 分
	排名 20 1724 台硝(化學) 9 分

日期：2018/1/23
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 1525 江申(電機) 13 分
	排名 2 4426 利勤(紡織) 12 分
	排名 3 2605 新興(航運) 12 分
	排名 4 2488 漢平(其它電子) 12 分
	排名 5 2106 建大(橡膠) 11 分
	排名 6 8429 金麗-KY(貿易百貨) 11 分
	排名 7 2355 敬鵬(電子零組件) 11 分
	排名 8 2904 匯僑(其他) 9 分
	排名 9 2456 奇力新(電子零組件) 9 分
	排名 10 2439 美律(通信網路) 9 分
	排名 11 2430 燦坤(電子通路) 9 分
	排名 12 4190 佐登-KY(生技醫療) 9 分
	排名 13 1337 再生-KY(塑膠) 9 分
	排名 14 1724 台硝(化學) 9 分
	排名 15 2351 順德(半導體) 9 分
	排名 16 8222 寶一(電機) 9 分
	排名 17 3032 偉訓(電子零組件) 9 分
	排名 18 3189 景碩(半導體) 9 分
	排名 19 8150 南茂(半導體) 8 分
	排名 20 2706 第一店(觀光) 8 分

日期：2018/1/24
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 1525 江申(電機) 13 分
	排名 2 4426 利勤(紡織) 12 分
	排名 3 8429 金麗-KY(貿易百貨) 11 分
	排名 4 2439 美律(通信網路) 11 分
	排名 5 2106 建大(橡膠) 11 分
	排名 6 2351 順德(半導體) 10 分
	排名 7 2605 新興(航運) 10 分
	排名 8 2904 匯僑(其他) 9 分
	排名 9 2355 敬鵬(電子零組件) 9 分
	排名 10 4984 科納-KY(通信網路) 9 分
	排名 11 3032 偉訓(電子零組件) 9 分
	排名 12 4190 佐登-KY(生技醫療) 9 分
	排名 13 1337 再生-KY(塑膠) 9 分
	排名 14 2488 漢平(其它電子) 9 分
	排名 15 8222 寶一(電機) 8 分
	排名 16 1789 神隆(生技醫療) 8 分
	排名 17 4119 旭富(生技醫療) 8 分
	排名 18 6128 上福(電腦週邊) 8 分
	排名 19 6164 華興(光電) 8 分
	排名 20 3189 景碩(半導體) 8 分

日期：2018/1/24
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 1525 江申(電機) 13 分
	排名 2 4426 利勤(紡織) 12 分
	排名 3 8429 金麗-KY(貿易百貨) 11 分
	排名 4 2439 美律(通信網路) 11 分
	排名 5 2106 建大(橡膠) 11 分
	排名 6 2351 順德(半導體) 10 分
	排名 7 2605 新興(航運) 10 分
	排名 8 2904 匯僑(其他) 9 分
	排名 9 2355 敬鵬(電子零組件) 9 分
	排名 10 4984 科納-KY(通信網路) 9 分
	排名 11 3032 偉訓(電子零組件) 9 分
	排名 12 4190 佐登-KY(生技醫療) 9 分
	排名 13 1337 再生-KY(塑膠) 9 分
	排名 14 2488 漢平(其它電子) 9 分
	排名 15 8222 寶一(電機) 8 分
	排名 16 1789 神隆(生技醫療) 8 分
	排名 17 4119 旭富(生技醫療) 8 分
	排名 18 6128 上福(電腦週邊) 8 分
	排名 19 6164 華興(光電) 8 分
	排名 20 3189 景碩(半導體) 8 分

日期：2018/1/26
所有評分總合為 102 分。
不含大盤評分總合為 50 分)。
評分大於 20 以上的公司數：0
評估分數排名：
	排名 1 4426 利勤(紡織) 14 分
	排名 2 1525 江申(電機) 13 分
	排名 3 2439 美律(通信網路) 12 分
	排名 4 8429 金麗-KY(貿易百貨) 12 分
	排名 5 2106 建大(橡膠) 12 分
	排名 6 2351 順德(半導體) 11 分
	排名 7 4190 佐登-KY(生技醫療) 10 分
	排名 8 6139 亞翔(其它電子) 10 分
	排名 9 2904 匯僑(其他) 10 分
	排名 10 4984 科納-KY(通信網路) 10 分
	排名 11 1909 榮成(造紙) 9 分
